features,labels
"[0.2062009572982788, 0.2309870719909668, 0.1831396371126175, 0.2518235146999359, 0.23016208410263062, -0.10577395558357239, 0.17231567203998566, 0.35970988869667053, 0.23044507205486298, 0.27021002769470215, 0.3773435950279236, -0.08519218116998672, 0.18147088587284088, 0.46545958518981934, 0.18691931664943695, 0.3145344853401184, 0.37686392664909363, 0.044966474175453186, 0.2022143304347992, 0.5069162249565125, 0.09465333819389343, 0.207112655043602, 0.5049631595611572, -0.09473655372858047, 0.26668408513069153, 0.6888281106948853, 0.08199748396873474, 0.21078987419605255, 0.7268764972686768, -0.11390657722949982]",1
"[0.20633108913898468, 0.2210395485162735, 0.16472354531288147, 0.25862786173820496, 0.21426530182361603, -0.1398298591375351, 0.17905695736408234, 0.36450454592704773, 0.2153775691986084, 0.27616867423057556, 0.3626928925514221, -0.11588031053543091, 0.18825584650039673, 0.4593404233455658, 0.1661248803138733, 0.3228852152824402, 0.34610694646835327, 0.028279008343815804, 0.21428750455379486, 0.4925912618637085, 0.09796789288520813, 0.2134855091571808, 0.49036359786987305, -0.09805526584386826, 0.2795501947402954, 0.6625069379806519, 0.09472591429948807, 0.2060672491788864, 0.7117293477058411, -0.09032726287841797]",1
"[0.21587124466896057, 0.19920268654823303, 0.1986980438232422, 0.2651364803314209, 0.19506089389324188, -0.09469960629940033, 0.18429745733737946, 0.34769219160079956, 0.26134660840034485, 0.2834419012069702, 0.3424935042858124, -0.044654153287410736, 0.19351202249526978, 0.4200562536716461, 0.2543426752090454, 0.31876862049102783, 0.3300478458404541, 0.13294370472431183, 0.2169414460659027, 0.4704814553260803, 0.09771769493818283, 0.2175939977169037, 0.4697878956794739, -0.09782882034778595, 0.2923475503921509, 0.6335569620132446, 0.10738687217235565, 0.20208865404129028, 0.6943155527114868, -0.11085984855890274]",1
"[0.2185344099998474, 0.19262196123600006, 0.14390990138053894, 0.270868182182312, 0.1842934489250183, -0.13284140825271606, 0.1884458363056183, 0.36026880145072937, 0.1666855812072754, 0.2937185764312744, 0.33614474534988403, -0.06803539395332336, 0.2011127918958664, 0.27687013149261475, 0.11829592287540436, 0.32352209091186523, 0.30838507413864136, 0.13062264025211334, 0.22262614965438843, 0.46818089485168457, 0.09570956975221634, 0.22271865606307983, 0.4707944989204407, -0.09583591669797897, 0.30079108476638794, 0.6182608604431152, 0.13378286361694336, 0.19462092220783234, 0.6951113343238831, -0.07864373177289963]",1
"[0.22256509959697723, 0.17809100449085236, 0.18114452064037323, 0.28137144446372986, 0.16124007105827332, -0.09987331181764603, 0.1942889541387558, 0.34477531909942627, 0.25910937786102295, 0.3070968985557556, 0.30927830934524536, -0.001245412859134376, 0.21623647212982178, 0.313443660736084, 0.3081471025943756, 0.3227970600128174, 0.28695619106292725, 0.243667334318161, 0.2352592647075653, 0.4547572135925293, 0.0946892499923706, 0.22926490008831024, 0.45622512698173523, -0.09468543529510498, 0.31061631441116333, 0.5960276126861572, 0.13325035572052002, 0.1811171919107437, 0.6833663582801819, -0.10900437831878662]",1
"[0.22350487112998962, 0.17561912536621094, 0.20438052713871002, 0.28630325198173523, 0.1557125449180603, -0.07939833402633667, 0.20082156360149384, 0.3413963317871094, 0.25021448731422424, 0.31053853034973145, 0.30520787835121155, 0.026964474469423294, 0.23270560801029205, 0.3080863952636719, 0.26851746439933777, 0.3201655447483063, 0.27910298109054565, 0.2971276640892029, 0.24324814975261688, 0.44552114605903625, 0.09781091660261154, 0.23365944623947144, 0.4464840888977051, -0.09783247113227844, 0.31437575817108154, 0.5904815793037415, 0.1253303438425064, 0.1800840198993683, 0.6676472425460815, -0.149690181016922]",1
"[0.22935853898525238, 0.16727572679519653, 0.17912834882736206, 0.29170161485671997, 0.149000883102417, -0.11405307054519653, 0.20481595396995544, 0.31588757038116455, 0.21908392012119293, 0.31935033202171326, 0.3036860227584839, -0.03303646668791771, 0.22094585001468658, 0.4015456736087799, 0.1919807493686676, 0.3202771246433258, 0.2716306149959564, 0.20614849030971527, 0.24903559684753418, 0.4453759789466858, 0.10275782644748688, 0.23708771169185638, 0.44759702682495117, -0.1029028445482254, 0.3174034357070923, 0.5907487869262695, 0.15572360157966614, 0.18050192296504974, 0.6631910800933838, -0.14906375110149384]",1
"[0.23509719967842102, 0.16871041059494019, 0.21775922179222107, 0.2900502383708954, 0.15001747012138367, -0.08257726579904556, 0.2098562866449356, 0.3083048462867737, 0.24347279965877533, 0.3172549605369568, 0.301565557718277, 0.012893985025584698, 0.21167801320552826, 0.42418956756591797, 0.2027420848608017, 0.3165716230869293, 0.27591627836227417, 0.2746846079826355, 0.24707286059856415, 0.44108304381370544, 0.1113782748579979, 0.2418675273656845, 0.4446122646331787, -0.11145155876874924, 0.3124164342880249, 0.5940585136413574, 0.18183013796806335, 0.18861553072929382, 0.6563853621482849, -0.16444134712219238]",1
"[0.2356744408607483, 0.17264333367347717, 0.1692364364862442, 0.29095956683158875, 0.15584516525268555, -0.12473320215940475, 0.20284602046012878, 0.30753493309020996, 0.1666802316904068, 0.3178233802318573, 0.3081035017967224, -0.059164389967918396, 0.21183544397354126, 0.42196765542030334, 0.0773114562034607, 0.31147825717926025, 0.27244773507118225, 0.1668381690979004, 0.24556033313274384, 0.45127373933792114, 0.10948354750871658, 0.24170833826065063, 0.45219531655311584, -0.10955336689949036, 0.3116776943206787, 0.604341447353363, 0.16657771170139313, 0.1907036304473877, 0.6665725708007812, -0.1760398894548416]",1
"[0.2350786179304123, 0.17897364497184753, 0.18873675167560577, 0.2926022410392761, 0.16645967960357666, -0.09735032916069031, 0.20325875282287598, 0.3126046061515808, 0.18095293641090393, 0.3183404803276062, 0.3134459853172302, -0.02255323901772499, 0.2096312791109085, 0.42724254727363586, 0.0947377011179924, 0.312890887260437, 0.28858131170272827, 0.21256767213344574, 0.24153698980808258, 0.4495631754398346, 0.1060538962483406, 0.24360427260398865, 0.452594518661499, -0.10611172765493393, 0.3081764876842499, 0.6128232479095459, 0.15138806402683258, 0.19707699120044708, 0.6751589775085449, -0.1653132140636444]",1
"[0.23718014359474182, 0.1901519000530243, 0.18972955644130707, 0.29202279448509216, 0.17456620931625366, -0.11303184181451797, 0.20384937524795532, 0.3222463130950928, 0.18619821965694427, 0.31445878744125366, 0.31980404257774353, -0.04214213043451309, 0.21567575633525848, 0.4319397211074829, 0.09831218421459198, 0.3106366693973541, 0.2958158850669861, 0.19325309991836548, 0.24466651678085327, 0.46910735964775085, 0.11049617826938629, 0.2439478486776352, 0.4668155610561371, -0.11055599898099899, 0.306632399559021, 0.6291581392288208, 0.16666804254055023, 0.20274299383163452, 0.6907853484153748, -0.18546894192695618]",1
"[0.24124309420585632, 0.21173672378063202, 0.19350939989089966, 0.29527437686920166, 0.20306923985481262, -0.12646184861660004, 0.2129051387310028, 0.3521975874900818, 0.20983418822288513, 0.2985306680202484, 0.3406309485435486, -0.077942855656147, 0.21978768706321716, 0.45211490988731384, 0.1376107782125473, 0.33474087715148926, 0.352122038602829, 0.1155957356095314, 0.24561019241809845, 0.49116644263267517, 0.11422885954380035, 0.24781878292560577, 0.49210885167121887, -0.1143043115735054, 0.3012616038322449, 0.6631823182106018, 0.18600668013095856, 0.21411064267158508, 0.7236166596412659, -0.2104763686656952]",1
"[0.24688589572906494, 0.22109510004520416, 0.22051911056041718, 0.2938189208507538, 0.21913555264472961, -0.11055043339729309, 0.21327446401119232, 0.3432003855705261, 0.29293909668922424, 0.2949399948120117, 0.3577123284339905, -0.08272650092840195, 0.21874278783798218, 0.4442124366760254, 0.2877098321914673, 0.3360995650291443, 0.3717074394226074, 0.08644453436136246, 0.24606658518314362, 0.49555954337120056, 0.11338955909013748, 0.24706755578517914, 0.49607688188552856, -0.11351967602968216, 0.2992139756679535, 0.6808828711509705, 0.14551019668579102, 0.22193624079227448, 0.7370795607566833, -0.2269582748413086]",1
"[0.24735206365585327, 0.2393137365579605, 0.20725344121456146, 0.2966132164001465, 0.23843014240264893, -0.11315790563821793, 0.21192088723182678, 0.3768022060394287, 0.2787512242794037, 0.2935140132904053, 0.3805214762687683, -0.0783538967370987, 0.21646134555339813, 0.450368195772171, 0.29169756174087524, 0.3386403024196625, 0.39996734261512756, 0.09026972204446793, 0.24335142970085144, 0.5096588730812073, 0.10997553914785385, 0.24801059067249298, 0.5106081366539001, -0.11007155478000641, 0.2968920171260834, 0.6964921355247498, 0.1465638428926468, 0.22974726557731628, 0.7535459995269775, -0.21670015156269073]",1
"[0.2502019703388214, 0.2561013400554657, 0.18134811520576477, 0.2964736819267273, 0.25162389874458313, -0.14174938201904297, 0.21968381106853485, 0.3974989950656891, 0.22918687760829926, 0.2891141176223755, 0.3955184519290924, -0.14809568226337433, 0.21849550306797028, 0.5040892958641052, 0.18605183064937592, 0.3404110372066498, 0.42540696263313293, -0.030107637867331505, 0.24417057633399963, 0.5342425107955933, 0.11090521514415741, 0.25342249870300293, 0.5355324745178223, -0.11104560643434525, 0.2957576811313629, 0.7140418291091919, 0.16335734724998474, 0.24143531918525696, 0.7675718069076538, -0.18033693730831146]",1
"[0.25224289298057556, 0.2672944664955139, 0.1847168207168579, 0.29434850811958313, 0.2683771550655365, -0.15154404938220978, 0.2168324589729309, 0.3881036639213562, 0.2680894732475281, 0.2804078161716461, 0.40784332156181335, -0.18264387547969818, 0.2237602174282074, 0.4795796573162079, 0.27200421690940857, 0.33858099579811096, 0.4484325349330902, -0.10140372067689896, 0.24312163889408112, 0.544276773929596, 0.11061029136180878, 0.25284817814826965, 0.5491917729377747, -0.1107480376958847, 0.28640973567962646, 0.7311217784881592, 0.1386236548423767, 0.25391682982444763, 0.7677286863327026, -0.18184484541416168]",1
"[0.25766023993492126, 0.28243839740753174, 0.19468769431114197, 0.29371893405914307, 0.2776283323764801, -0.13099609315395355, 0.2200409173965454, 0.3989531993865967, 0.2685236632823944, 0.279265433549881, 0.4252961277961731, -0.1811516433954239, 0.22182506322860718, 0.4989551901817322, 0.25712576508522034, 0.33723771572113037, 0.4667361378669739, -0.13756397366523743, 0.24709893763065338, 0.5548399090766907, 0.10487481951713562, 0.25440001487731934, 0.5502227544784546, -0.10502223670482635, 0.2818123698234558, 0.7431719303131104, 0.1074458509683609, 0.27130210399627686, 0.7484123110771179, -0.17351950705051422]",1
"[0.2632457911968231, 0.2882999777793884, 0.190829336643219, 0.29346346855163574, 0.288268119096756, -0.13668696582317352, 0.22446468472480774, 0.4100019931793213, 0.23756520450115204, 0.2745510935783386, 0.43351832032203674, -0.16619598865509033, 0.2255142629146576, 0.5237478613853455, 0.18844178318977356, 0.3363272547721863, 0.4839257597923279, -0.10469763725996017, 0.24719856679439545, 0.5666597485542297, 0.10531525313854218, 0.25825169682502747, 0.5626505613327026, -0.1054861843585968, 0.27587780356407166, 0.7703620195388794, 0.1255614161491394, 0.28121715784072876, 0.76827073097229, -0.1628221571445465]",1
"[0.26994234323501587, 0.2915123701095581, 0.22830238938331604, 0.29587745666503906, 0.2927539646625519, -0.15564016997814178, 0.23347243666648865, 0.41258421540260315, 0.2868834137916565, 0.27816417813301086, 0.4279392659664154, -0.1949019581079483, 0.23434573411941528, 0.5276446342468262, 0.25312697887420654, 0.33656731247901917, 0.49475982785224915, -0.13541223108768463, 0.24436189234256744, 0.5674816370010376, 0.12467695772647858, 0.26036423444747925, 0.5660507082939148, -0.12484733760356903, 0.2724999785423279, 0.7738056182861328, 0.1368846893310547, 0.29858267307281494, 0.7785543203353882, -0.18224376440048218]",1
"[0.2757847011089325, 0.2928171753883362, 0.19431155920028687, 0.29965969920158386, 0.2938842475414276, -0.1566515862941742, 0.2328614592552185, 0.3691490590572357, 0.31868472695350647, 0.2821497321128845, 0.41933274269104004, -0.22243732213974, 0.2393200397491455, 0.4768468141555786, 0.3828340172767639, 0.33607345819473267, 0.4977770447731018, -0.2028881013393402, 0.24840009212493896, 0.566291868686676, 0.11462800949811935, 0.26584863662719727, 0.5674809217453003, -0.11477693170309067, 0.27178722620010376, 0.7747024893760681, 0.12108436971902847, 0.31504684686660767, 0.7729578018188477, -0.15666654706001282]",1
"[0.2852424681186676, 0.29591652750968933, 0.20472410321235657, 0.30466175079345703, 0.29524314403533936, -0.1615270972251892, 0.24687552452087402, 0.4131946861743927, 0.2656250298023224, 0.2798769176006317, 0.4144093990325928, -0.2401556819677353, 0.25220027565956116, 0.5065897107124329, 0.2383277863264084, 0.33591651916503906, 0.49882155656814575, -0.24315164983272552, 0.2565405070781708, 0.5669277310371399, 0.11774696409702301, 0.26927095651626587, 0.5699049234390259, -0.11791121959686279, 0.26856452226638794, 0.7756933569908142, 0.13235674798488617, 0.331183522939682, 0.7673612833023071, -0.15324848890304565]",1
"[0.29012951254844666, 0.30131033062934875, 0.18974155187606812, 0.31351932883262634, 0.2984448969364166, -0.1626911163330078, 0.251996248960495, 0.4058992266654968, 0.21327567100524902, 0.2800193727016449, 0.4141985774040222, -0.2595662474632263, 0.2578586935997009, 0.5232545137405396, 0.1503797471523285, 0.33519503474235535, 0.49659329652786255, -0.27991625666618347, 0.2563309669494629, 0.5774412155151367, 0.11195468157529831, 0.282641738653183, 0.5810789465904236, -0.11213335394859314, 0.26160845160484314, 0.7807839512825012, 0.16076064109802246, 0.3483421802520752, 0.7624433636665344, -0.12676787376403809]",1
"[0.2989064157009125, 0.3003665506839752, 0.17641498148441315, 0.32065054774284363, 0.3007299304008484, -0.1712084710597992, 0.2503281533718109, 0.3876902759075165, 0.20291514694690704, 0.27777090668678284, 0.4050855040550232, -0.28239747881889343, 0.26176202297210693, 0.5086327195167542, 0.14618191123008728, 0.3341812789440155, 0.4960487186908722, -0.31946849822998047, 0.2635221481323242, 0.5830119252204895, 0.11237350851297379, 0.29100310802459717, 0.5873178243637085, -0.1125747486948967, 0.2586490213871002, 0.7861097455024719, 0.15903379023075104, 0.3622890114784241, 0.7510848641395569, -0.1266666054725647]",1
"[0.29978570342063904, 0.301048219203949, 0.18638975918293, 0.3297128975391388, 0.2998107075691223, -0.17247620224952698, 0.2533659338951111, 0.38521841168403625, 0.25701484084129333, 0.2837047576904297, 0.3982492685317993, -0.2838473618030548, 0.2764548063278198, 0.49467533826828003, 0.24377818405628204, 0.3364723324775696, 0.49513357877731323, -0.31637269258499146, 0.27037313580513, 0.5858199000358582, 0.1134486123919487, 0.2979312241077423, 0.5892173051834106, -0.11360963433980942, 0.26361948251724243, 0.7960718274116516, 0.16390864551067352, 0.3795897662639618, 0.7436445355415344, -0.13450799882411957]",1
"[0.3064444959163666, 0.3040182292461395, 0.17348383367061615, 0.33791226148605347, 0.2972089648246765, -0.16485702991485596, 0.2570023238658905, 0.3947392702102661, 0.28733375668525696, 0.2864226698875427, 0.391198992729187, -0.26928678154945374, 0.2989485561847687, 0.4753209054470062, 0.347904771566391, 0.3387124538421631, 0.49863094091415405, -0.32268470525741577, 0.2784438729286194, 0.5946829319000244, 0.10897969454526901, 0.3065251410007477, 0.5995562672615051, -0.10928738117218018, 0.26561665534973145, 0.7995647192001343, 0.1661294847726822, 0.3883630931377411, 0.7427241206169128, -0.10278573632240295]",1
"[0.3142733871936798, 0.30890804529190063, 0.1769603043794632, 0.3419695198535919, 0.30275148153305054, -0.16721713542938232, 0.26489847898483276, 0.3926611542701721, 0.2832106351852417, 0.2881127893924713, 0.3881690800189972, -0.27356094121932983, 0.3067202866077423, 0.47587573528289795, 0.3237673044204712, 0.34144359827041626, 0.4926830232143402, -0.3137807846069336, 0.28469374775886536, 0.5956207513809204, 0.10988286137580872, 0.3147130310535431, 0.5986340045928955, -0.11011399328708649, 0.2638489902019501, 0.7959955930709839, 0.15784308314323425, 0.4009396731853485, 0.7365410923957825, -0.11730242520570755]",1
"[0.32223257422447205, 0.31089264154434204, 0.17378731071949005, 0.3468545377254486, 0.300411581993103, -0.15726466476917267, 0.27461692690849304, 0.39329957962036133, 0.2554101049900055, 0.29372790455818176, 0.38341277837753296, -0.27049610018730164, 0.31734076142311096, 0.47987261414527893, 0.2509360909461975, 0.34191352128982544, 0.48721539974212646, -0.2987476885318756, 0.2934383749961853, 0.5927755236625671, 0.10045705735683441, 0.32526302337646484, 0.596720278263092, -0.10066796094179153, 0.2598859965801239, 0.7966043949127197, 0.14411306381225586, 0.4075109660625458, 0.7323690056800842, -0.09709016978740692]",1
"[0.33380863070487976, 0.30713698267936707, 0.18275123834609985, 0.3521443009376526, 0.3005847930908203, -0.15321823954582214, 0.28124260902404785, 0.39083200693130493, 0.24552731215953827, 0.29125669598579407, 0.3777840733528137, -0.2537536919116974, 0.3231389820575714, 0.4774305820465088, 0.198546901345253, 0.341686874628067, 0.48272693157196045, -0.26761922240257263, 0.2998984456062317, 0.5913783311843872, 0.10448113828897476, 0.3302404582500458, 0.5953505635261536, -0.10468344390392303, 0.25834164023399353, 0.7974571585655212, 0.13008517026901245, 0.41607141494750977, 0.7336251139640808, -0.09745053946971893]",1
"[0.3490680456161499, 0.30487844347953796, 0.20834532380104065, 0.35556983947753906, 0.2977655827999115, -0.15324144065380096, 0.2936025857925415, 0.3933890461921692, 0.26893171668052673, 0.2920992374420166, 0.3694348931312561, -0.24173584580421448, 0.32799509167671204, 0.47993963956832886, 0.20985472202301025, 0.3375113606452942, 0.4774738848209381, -0.23857375979423523, 0.311564564704895, 0.5843403339385986, 0.11304393410682678, 0.3373805284500122, 0.5897745490074158, -0.11323066055774689, 0.2616911828517914, 0.7917336225509644, 0.11632410436868668, 0.4235524535179138, 0.7360169887542725, -0.1171848475933075]",1
"[0.3434348404407501, 0.30114325881004333, 0.18822786211967468, 0.3633177578449249, 0.2998930811882019, -0.1428593099117279, 0.2904141843318939, 0.3724476397037506, 0.24713099002838135, 0.30028825998306274, 0.37433040142059326, -0.217469722032547, 0.32719847559928894, 0.4703606963157654, 0.19108721613883972, 0.34766092896461487, 0.4790114462375641, -0.20642755925655365, 0.31663548946380615, 0.5872256755828857, 0.10336775332689285, 0.346296489238739, 0.5919760465621948, -0.10360567271709442, 0.2656526565551758, 0.7893380522727966, 0.10265067219734192, 0.4277646839618683, 0.7403215169906616, -0.10514016449451447]",1
"[0.351350337266922, 0.3046155571937561, 0.22016383707523346, 0.36462676525115967, 0.299777626991272, -0.13019932806491852, 0.2997387647628784, 0.3945010304450989, 0.2833575904369354, 0.30226272344589233, 0.3725947141647339, -0.1975378394126892, 0.3324180543422699, 0.4792618751525879, 0.22776421904563904, 0.34548941254615784, 0.47414907813072205, -0.16827990114688873, 0.3195779621601105, 0.5865342020988464, 0.11005384474992752, 0.35005754232406616, 0.5910117626190186, -0.11030412465333939, 0.26993006467819214, 0.7905020117759705, 0.08927237242460251, 0.43283742666244507, 0.7452713847160339, -0.10152795910835266]",1
"[0.3491644263267517, 0.30362582206726074, 0.21008296310901642, 0.3678770661354065, 0.30530494451522827, -0.1393221616744995, 0.2993090748786926, 0.38284292817115784, 0.2987141013145447, 0.30345815420150757, 0.3739664852619171, -0.19437970221042633, 0.33401867747306824, 0.48744526505470276, 0.28879615664482117, 0.35248398780822754, 0.47884947061538696, -0.1449487805366516, 0.318682998418808, 0.5900520086288452, 0.1104663535952568, 0.35228320956230164, 0.594234049320221, -0.11073672771453857, 0.2734316885471344, 0.7913787364959717, 0.11329150944948196, 0.43285125494003296, 0.7538831830024719, -0.09569521248340607]",1
"[0.35373759269714355, 0.30886390805244446, 0.22116175293922424, 0.36704909801483154, 0.3066326379776001, -0.14045388996601105, 0.3012576401233673, 0.3859560489654541, 0.3307434022426605, 0.3063477873802185, 0.3784971237182617, -0.2079935073852539, 0.338103324174881, 0.48036113381385803, 0.33972227573394775, 0.353161096572876, 0.47956880927085876, -0.16712737083435059, 0.3256371021270752, 0.5879098773002625, 0.1130450963973999, 0.35302314162254333, 0.59007328748703, -0.11333215236663818, 0.27780792117118835, 0.7914666533470154, 0.08351098001003265, 0.43261581659317017, 0.7561928033828735, -0.09125158190727234]",1
"[0.35017749667167664, 0.30464160442352295, 0.20721200108528137, 0.37000682950019836, 0.3027019798755646, -0.1503032147884369, 0.30313029885292053, 0.3837575316429138, 0.34719160199165344, 0.31261590123176575, 0.3898466229438782, -0.2312900573015213, 0.34631168842315674, 0.4877431094646454, 0.40317487716674805, 0.3650771677494049, 0.48834824562072754, -0.2094959318637848, 0.3250897228717804, 0.5908761024475098, 0.10880933701992035, 0.3558215796947479, 0.5917994976043701, -0.10913503170013428, 0.28177523612976074, 0.7980985045433044, 0.07685966044664383, 0.42950567603111267, 0.7698386311531067, -0.06718204915523529]",1
"[0.3497315049171448, 0.30823153257369995, 0.19941535592079163, 0.3723244071006775, 0.3063035011291504, -0.15750375390052795, 0.3002049922943115, 0.38475117087364197, 0.3318690061569214, 0.31829115748405457, 0.4043595790863037, -0.24883225560188293, 0.34338128566741943, 0.49652624130249023, 0.382336288690567, 0.3709142804145813, 0.4984099864959717, -0.2738248407840729, 0.32764866948127747, 0.5910701155662537, 0.1080416664481163, 0.3563638925552368, 0.5915571451187134, -0.10848849266767502, 0.2861684560775757, 0.7998636960983276, 0.04522452503442764, 0.4258202910423279, 0.7737633585929871, -0.05697103217244148]",1
"[0.34974905848503113, 0.3121436536312103, 0.19526919722557068, 0.37064629793167114, 0.30438941717147827, -0.18280570209026337, 0.30586063861846924, 0.40132084488868713, 0.3253454864025116, 0.3219005763530731, 0.4098437428474426, -0.3019285798072815, 0.34485313296318054, 0.5147417187690735, 0.3612655699253082, 0.37676265835762024, 0.49991998076438904, -0.3421041965484619, 0.3305419981479645, 0.5964465737342834, 0.10944713652133942, 0.3553099036216736, 0.594150185585022, -0.10984742641448975, 0.2955677807331085, 0.8071208000183105, 0.06430669873952866, 0.4235459566116333, 0.7775892019271851, -0.03816957399249077]",1
"[0.3482596278190613, 0.32121115922927856, 0.20447175204753876, 0.37002184987068176, 0.3176541328430176, -0.18164485692977905, 0.3060915172100067, 0.4042741060256958, 0.36803627014160156, 0.3244587481021881, 0.4225172996520996, -0.283740371465683, 0.34747570753097534, 0.4894513785839081, 0.45096173882484436, 0.3842276334762573, 0.5065833926200867, -0.3296133577823639, 0.3274970054626465, 0.6058189272880554, 0.11762537062168121, 0.35363054275512695, 0.6048673391342163, -0.11808136105537415, 0.3010289669036865, 0.8151707649230957, 0.05629473924636841, 0.4213539958000183, 0.7861775159835815, -0.07291887700557709]",1
"[0.3470943868160248, 0.3209160566329956, 0.18620429933071136, 0.37272125482559204, 0.3171332776546478, -0.16125144064426422, 0.30233117938041687, 0.396496057510376, 0.33977195620536804, 0.3285824656486511, 0.4266291558742523, -0.2666776478290558, 0.33034831285476685, 0.4874359369277954, 0.42533794045448303, 0.3804437816143036, 0.5111258625984192, -0.3201553225517273, 0.3297726809978485, 0.6044890880584717, 0.1067289263010025, 0.3548482656478882, 0.6054106950759888, -0.10715726017951965, 0.3110135495662689, 0.8248151540756226, 0.04088464751839638, 0.41873419284820557, 0.7854877710342407, -0.08161726593971252]",1
"[0.3523292541503906, 0.32168349623680115, 0.2030264139175415, 0.37544190883636475, 0.31444957852363586, -0.1707608848810196, 0.3065580129623413, 0.3889670670032501, 0.36494287848472595, 0.33893951773643494, 0.42723244428634644, -0.2849658727645874, 0.3300202786922455, 0.4795273244380951, 0.4601985812187195, 0.39857715368270874, 0.5235921740531921, -0.33866316080093384, 0.33770594000816345, 0.6075792908668518, 0.11778449267148972, 0.3526325523853302, 0.6074354648590088, -0.11818044632673264, 0.3224892318248749, 0.8318850994110107, 0.046512942761182785, 0.41927891969680786, 0.7894541025161743, -0.12471616268157959]",1
"[0.3592383861541748, 0.3262867331504822, 0.24415096640586853, 0.37526214122772217, 0.32841482758522034, -0.16777609288692474, 0.3114122748374939, 0.38755831122398376, 0.4138733446598053, 0.3455522060394287, 0.45011091232299805, -0.3243235647678375, 0.3258831202983856, 0.4764637351036072, 0.5116690397262573, 0.4127068817615509, 0.5201418399810791, -0.4177379310131073, 0.33703649044036865, 0.6095281839370728, 0.13383391499519348, 0.3488830626010895, 0.6110458970069885, -0.1341181844472885, 0.3321223855018616, 0.8306353092193604, 0.07257578521966934, 0.41494232416152954, 0.7909307479858398, -0.1799013763666153]",1
"[0.35378149151802063, 0.3244795799255371, 0.20950499176979065, 0.38099318742752075, 0.33491915464401245, -0.16483774781227112, 0.3086599111557007, 0.3903525471687317, 0.3787938356399536, 0.35732704401016235, 0.4605441391468048, -0.3091161549091339, 0.3265538811683655, 0.4771689176559448, 0.4873223304748535, 0.4209631085395813, 0.5205730199813843, -0.40181872248649597, 0.3346925973892212, 0.6155714988708496, 0.11846908926963806, 0.3558259606361389, 0.6203163266181946, -0.11875201016664505, 0.3389105796813965, 0.8285043835639954, 0.07837609201669693, 0.411623477935791, 0.7960963249206543, -0.15053358674049377]",1
"[0.3639143109321594, 0.3263133466243744, 0.21195638179779053, 0.37548065185546875, 0.33307942748069763, -0.18731237947940826, 0.3629477620124817, 0.4549350440502167, 0.29308149218559265, 0.35087502002716064, 0.475960910320282, -0.3053649663925171, 0.42557474970817566, 0.5094374418258667, 0.24088391661643982, 0.4238508939743042, 0.5134445428848267, -0.3461437225341797, 0.3384864926338196, 0.6118252873420715, 0.12558937072753906, 0.35052159428596497, 0.6126657128334045, -0.12580925226211548, 0.35481005907058716, 0.827141284942627, 0.08154889941215515, 0.4067230224609375, 0.8017553687095642, -0.17467312514781952]",1
"[0.3680671155452728, 0.3295004367828369, 0.19670595228672028, 0.37711676955223083, 0.33413398265838623, -0.19197645783424377, 0.3723854124546051, 0.46095412969589233, 0.25174304842948914, 0.3550821542739868, 0.47363775968551636, -0.26578083634376526, 0.43434152007102966, 0.5062494277954102, 0.17007039487361908, 0.3620864450931549, 0.5586135387420654, -0.24984849989414215, 0.3376392126083374, 0.604210376739502, 0.1263253390789032, 0.3478984236717224, 0.6059091687202454, -0.12650124728679657, 0.3657896816730499, 0.8088849782943726, 0.09960516542196274, 0.40211939811706543, 0.7980812788009644, -0.15871791541576385]",1
"[0.36647161841392517, 0.3234449028968811, 0.19020555913448334, 0.38167479634284973, 0.3330969214439392, -0.18319447338581085, 0.3352946639060974, 0.4637143611907959, 0.2548781633377075, 0.3694932162761688, 0.47986334562301636, -0.25242939591407776, 0.3531339168548584, 0.5647664666175842, 0.19523736834526062, 0.4486674964427948, 0.4920862019062042, -0.22520914673805237, 0.3354940712451935, 0.5928141474723816, 0.11861851811408997, 0.3473459780216217, 0.5939791798591614, -0.11869103461503983, 0.37524232268333435, 0.7957361340522766, 0.15645384788513184, 0.39753007888793945, 0.7991918325424194, -0.1345140039920807]",1
"[0.36929017305374146, 0.31303849816322327, 0.2097642719745636, 0.383100688457489, 0.3217930197715759, -0.1613054722547531, 0.33362433314323425, 0.44141414761543274, 0.27503257989883423, 0.3817615807056427, 0.470610111951828, -0.21857024729251862, 0.3336682617664337, 0.51370769739151, 0.23814953863620758, 0.45548221468925476, 0.47422295808792114, -0.16993413865566254, 0.3418896496295929, 0.5847362875938416, 0.11949406564235687, 0.34750059247016907, 0.5867412686347961, -0.11952690780162811, 0.3850913941860199, 0.786877453327179, 0.1203356459736824, 0.3986954689025879, 0.7943488955497742, -0.1481269747018814]",1
"[0.3707389831542969, 0.3007740378379822, 0.19581593573093414, 0.3883827328681946, 0.30586618185043335, -0.18758632242679596, 0.33548489212989807, 0.41723471879959106, 0.3364560008049011, 0.3919387757778168, 0.4565005302429199, -0.242454394698143, 0.33167964220046997, 0.4818210303783417, 0.36730432510375977, 0.46322208642959595, 0.4550309181213379, -0.199381023645401, 0.35054782032966614, 0.5748679637908936, 0.12081317603588104, 0.3428126275539398, 0.5722872018814087, -0.12086009234189987, 0.41095030307769775, 0.7709765434265137, 0.06349784880876541, 0.38493093848228455, 0.7910035848617554, -0.13880254328250885]",1
